CO(GT);PT08.S1(CO);C6H6(GT);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH
1.4;923.0;4.9;218.0;909.0;124.0;840.0;12.1;20.7;0.2906
1.5;962.0;6.6;252.0;827.0;158.0;901.0;11.5;22.1;0.2987
2.4;1067.0;12.3;337.0;671.0;181.0;1085.0;10.4;23.1;0.2905
2.8;1125.0;14.1;357.0;630.0;185.0;1132.0;9.5;25.2;0.2996
3.1;1149.0;14.2;410.0;623.0;187.0;1141.0;8.9;26.9;0.3069
3.1;1155.0;11.6;445.0;648.0;196.0;1061.0;8.2;30.1;0.327
2.0;1065.0;8.2;314.0;741.0;174.0;953.0;7.4;31.8;0.3287
2.1;1145.0;9.2;366.0;699.0;182.0;1015.0;6.6;37.5;0.3664
1.9;1134.0;8.3;336.0;707.0;182.0;999.0;6.3;40.1;0.3842
2.5;1195.0;10.7;387.0;652.0;193.0;1078.0;5.2;44.2;0.3943
2.0;1141.0;8.0;320.0;689.0;174.0;1014.0;4.4;47.5;0.4017
1.4;1077.0;5.9;180.0;725.0;113.09125081011017;949.0;4.0;49.1;0.4019
1.1;1052.0;4.5;237.0;768.0;142.0;913.0;3.3;52.2;0.4074
0.8;1033.0;3.8;224.0;782.0;137.0;883.0;3.2;52.4;0.4071
0.9;1080.0;5.1;237.0;732.0;140.0;924.0;3.6;51.7;0.4123
1.6;1208.0;8.8;454.0;622.0;201.0;1052.0;3.5;54.2;0.4297
3.6;1363.0;16.1;854.0;520.0;288.0;1273.0;5.2;48.3;0.4304
3.3;1239.0;13.4;758.0;577.0;260.0;1211.0;7.8;37.6;0.3994
2.1;1044.0;9.0;428.0;706.0;206.0;1014.0;8.9;33.8;0.385
1.3;956.0;5.0;205.0;849.0;98.0;887.0;9.1;33.0;0.3827
1.1;955.0;4.3;205.0;890.0;138.0;880.0;9.1;34.5;0.3994
1.5;997.0;6.3;226.0;790.0;139.0;948.0;9.6;31.3;0.3763
1.5;987.0;6.0;199.0;801.0;137.0;939.0;8.5;36.3;0.4026
1.6;1007.0;5.7;253.0;793.0;155.0;942.0;9.3;34.6;0.405
1.5;1025.0;5.6;259.0;783.0;155.0;967.0;8.9;37.9;0.4318
1.6;1083.0;7.0;252.0;720.0;148.0;1010.0;8.2;41.8;0.4563
2.2;1143.0;9.5;313.0;641.0;153.0;1110.0;7.4;44.5;0.4582
3.4;1288.0;15.9;433.0;539.0;171.0;1300.0;7.0;43.4;0.4366
5.6;1464.0;24.7;611.0;457.0;227.0;1542.0;6.6;43.4;0.4241
5.2;1341.0;16.8;626.0;534.0;251.0;1294.0;5.9;44.3;0.4137
2.8;1177.0;10.7;408.0;640.0;216.0;1111.0;5.0;46.6;0.4099
2.4;1089.0;8.3;357.0;712.0;200.0;1016.0;5.8;40.3;0.374
2.7;1196.0;11.0;375.0;643.0;192.0;1101.0;5.4;43.8;0.3945
2.6;1107.0;7.4;326.0;721.0;187.0;984.0;5.7;42.1;0.3883
2.3;1102.0;7.9;326.0;715.0;173.0;1024.0;5.7;42.1;0.3885
1.0;993.0;3.6;180.0;847.0;113.09125081011017;874.0;5.8;42.9;0.399
0.6;912.0;1.7;72.0;1016.0;64.0;837.0;5.7;46.6;0.4298
0.5;883.0;1.0;49.0;1140.0;46.0;804.0;6.9;45.0;0.4499
0.5;893.0;1.1;59.0;1111.0;51.0;794.0;6.9;42.2;0.4224
1.0;1033.0;4.0;220.0;893.0;115.0;935.0;6.4;43.8;0.423
2.6;1222.0;9.7;602.0;636.0;238.0;1134.0;6.6;44.6;0.4383
2.7;1190.0;10.6;485.0;624.0;202.0;1152.0;7.7;42.1;0.444
1.8;1035.0;5.4;295.0;794.0;167.0;969.0;10.1;36.7;0.4536
1.2;990.0;3.9;217.0;873.0;139.0;913.0;9.0;41.4;0.4775
1.3;1011.0;4.4;236.0;830.0;147.0;944.0;8.7;42.5;0.4787
1.4;1041.0;5.0;196.0;790.0;130.0;1003.0;8.3;47.8;0.5238
1.8;1086.0;6.8;233.0;723.0;143.0;1072.0;8.9;45.5;0.5208
1.3;1021.0;4.8;207.0;807.0;143.0;980.0;8.9;46.1;0.5256
1.4;1014.0;5.0;198.0;806.0;136.0;972.0;9.0;44.9;0.5173
1.4;1023.0;5.2;212.0;807.0;143.0;982.0;9.3;42.3;0.4974
2.4;1172.0;10.0;280.0;657.0;177.0;1160.0;8.4;45.2;0.4977
2.8;1172.0;11.1;315.0;623.0;198.0;1185.0;7.6;47.8;0.5013
3.3;1219.0;12.9;378.0;590.0;200.0;1246.0;7.4;47.2;0.4871
2.5;1106.0;7.8;320.0;708.0;191.0;1058.0;7.4;46.9;0.4854
2.1;1078.0;6.3;265.0;759.0;169.0;1016.0;6.9;48.2;0.4832
1.2;939.0;2.8;129.0;960.0;106.0;883.0;7.1;47.9;0.4867
1.2;975.0;3.3;129.0;943.0;105.0;910.0;6.9;48.7;0.4874
1.3;958.0;3.1;172.0;935.0;130.0;905.0;6.8;48.2;0.4792
1.0;921.0;2.1;100.0;1025.0;82.0;867.0;6.3;49.6;0.4787
0.8;931.0;1.9;180.0;983.0;113.09125081011017;863.0;5.6;52.9;0.4855
1.8;874.0;0.7;49.0;1179.0;45.0;803.0;6.4;49.8;0.4814
0.4;872.0;0.8;36.0;1249.0;35.0;794.0;6.9;48.1;0.4796
0.5;904.0;1.3;79.0;1079.0;60.0;846.0;6.4;50.2;0.485
0.7;951.0;1.8;128.0;1021.0;90.0;888.0;6.4;50.7;0.4886
2.1;1183.0;7.9;456.0;673.0;205.0;1115.0;6.9;48.8;0.4903
2.5;1187.0;9.8;477.0;625.0;199.0;1174.0;8.4;44.6;0.4922
2.0;1072.0;7.4;342.0;715.0;153.0;1033.0;10.8;37.1;0.4794
1.4;1011.0;5.3;254.0;805.0;163.0;964.0;11.2;36.2;0.4818
1.3;997.0;4.8;231.0;837.0;152.0;952.0;11.8;34.4;0.4758
1.4;989.0;5.6;213.0;804.0;146.0;953.0;11.5;33.1;0.4479
1.6;1006.0;6.6;208.0;775.0;146.0;971.0;10.9;32.6;0.426
1.7;1016.0;6.7;270.0;771.0;134.0;987.0;11.3;31.7;0.4249
1.8;1069.0;8.4;276.0;724.0;164.0;1045.0;11.6;30.9;0.4223
2.4;1109.0;10.3;375.0;664.0;141.0;1096.0;11.1;32.2;0.4243
2.8;1182.0;12.6;395.0;617.0;204.0;1187.0;9.7;36.0;0.4333
3.3;1253.0;16.0;421.0;573.0;210.0;1268.0;8.5;39.0;0.4336
4.8;1288.0;17.6;632.0;549.0;250.0;1333.0;8.3;40.3;0.4411
2.8;1153.0;10.1;424.0;666.0;202.0;1097.0;8.0;41.3;0.4448
2.4;1161.0;9.8;369.0;677.0;190.0;1111.0;7.0;44.2;0.4446
2.9;1271.0;11.5;484.0;618.0;236.0;1138.0;5.4;51.8;0.4698
2.7;1156.0;8.2;456.0;684.0;250.0;1023.0;4.1;55.0;0.4558
2.1;1106.0;6.8;373.0;727.0;219.0;997.0;3.1;57.8;0.4462
1.5;1008.0;4.3;228.0;834.0;156.0;913.0;3.1;56.7;0.4388
1.2;966.0;3.9;180.0;865.0;113.09125081011017;903.0;2.2;59.6;0.4333
0.9;931.0;2.6;117.0;948.0;98.0;860.0;2.3;58.9;0.4317
0.8;922.0;2.4;108.0;962.0;89.0;867.0;1.9;60.0;0.4276
0.8;911.0;2.3;126.0;950.0;104.0;866.0;1.9;60.3;0.4293
1.1;993.0;4.5;235.0;819.0;148.0;941.0;0.9;64.6;0.4294
1.9;1100.0;8.5;339.0;678.0;194.0;1072.0;0.6;65.0;0.4231
2.5;1141.0;9.0;399.0;651.0;231.0;1099.0;2.1;59.9;0.4338
2.2;1085.0;5.7;346.0;750.0;200.0;983.0;3.1;57.2;0.4402
2.1;1153.0;6.9;407.0;696.0;217.0;1027.0;4.2;54.0;0.4483
2.3;1122.0;6.4;393.0;722.0;210.0;982.0;7.4;43.8;0.4538
1.2;992.0;3.5;166.0;890.0;126.0;902.0;11.2;34.5;0.4586
1.2;1018.0;3.7;157.0;868.0;118.0;937.0;13.8;32.4;0.5084
1.1;981.0;2.9;141.0;924.0;114.0;901.0;12.4;34.9;0.5002
1.1;988.0;3.4;144.0;905.0;117.0;911.0;12.8;31.9;0.4684
1.4;1059.0;5.3;191.0;797.0;140.0;969.0;13.5;29.1;0.4486
1.7;1110.0;7.3;255.0;708.0;168.0;1057.0;11.6;33.3;0.454
2.5;1204.0;10.0;379.0;639.0;202.0;1147.0;10.9;34.9;0.4568
2.7;1275.0;12.3;427.0;593.0;211.0;1203.0;10.4;37.3;0.4708
3.1;1297.0;11.8;509.0;600.0;231.0;1185.0;9.7;39.7;0.4792
2.8;1277.0;10.4;459.0;609.0;214.0;1141.0;9.1;41.9;0.4857
1.9;1207.0;7.7;293.0;664.0;181.0;1062.0;9.3;41.9;0.4927
1.9;1222.0;7.5;269.0;684.0;173.0;1083.0;9.4;44.7;0.5279
1.7;1141.0;6.1;244.0;745.0;169.0;1026.0;8.5;45.8;0.5108
2.2;1228.0;8.3;293.0;643.0;174.0;1124.0;7.8;50.0;0.53
1.6;1120.0;5.1;180.0;756.0;113.09125081011017;1012.0;7.7;49.7;0.5242
1.5;1067.0;4.9;177.0;775.0;130.0;993.0;8.2;46.9;0.5099
0.8;947.0;1.9;81.0;978.0;72.0;894.0;8.4;48.6;0.5375
0.5;918.0;1.0;42.0;1148.0;40.0;881.0;8.0;54.7;0.5883
0.5;920.0;1.1;61.0;1142.0;56.0;905.0;7.8;55.7;0.5914
0.7;941.0;1.5;101.0;1065.0;81.0;919.0;8.0;53.8;0.5796
0.7;949.0;1.6;98.0;1035.0;81.0;919.0;8.8;50.7;0.5752
0.9;990.0;2.3;114.0;944.0;88.0;947.0;10.1;47.6;0.587
1.0;996.0;2.5;118.0;928.0;94.0;946.0;10.6;45.8;0.5838
1.1;1023.0;2.5;120.0;916.0;97.0;976.0;9.1;56.2;0.6515
1.1;1037.0;2.8;151.0;891.0;112.0;1024.0;7.9;66.5;0.7124
1.0;1017.0;2.4;131.0;919.0;104.0;1007.0;8.0;65.0;0.6991
1.1;1042.0;3.3;145.0;861.0;107.0;1038.0;8.4;61.0;0.6721
1.3;1037.0;3.2;156.0;854.0;114.0;1013.0;8.6;57.3;0.6429
1.2;1009.0;2.8;151.0;915.0;115.0;996.0;8.4;56.3;0.6227
1.3;1033.0;3.4;173.0;853.0;127.0;1006.0;8.0;57.7;0.6222
1.1;1016.0;2.9;154.0;906.0;119.0;997.0;7.1;62.6;0.6341
1.5;1076.0;4.6;221.0;801.0;149.0;1040.0;7.4;59.3;0.6123
1.4;1029.0;3.8;193.0;851.0;140.0;1001.0;7.7;56.9;0.5994
1.1;984.0;3.1;130.0;898.0;105.0;965.0;7.7;54.4;0.5753
1.3;1003.0;3.7;156.0;876.0;116.0;976.0;7.7;53.0;0.5572
1.4;1009.0;3.3;148.0;877.0;112.0;1010.0;6.7;62.8;0.6188
1.1;946.0;2.1;93.0;1005.0;80.0;948.0;6.6;61.9;0.6056
0.8;910.0;1.2;66.0;1130.0;59.0;936.0;5.7;70.3;0.6498
0.6;886.0;0.7;180.0;1273.0;113.09125081011017;919.0;4.5;79.2;0.6751
1.8;879.0;0.5;38.0;1317.0;36.0;910.0;4.0;81.5;0.6712
0.5;907.0;1.0;50.0;1129.0;49.0;947.0;3.9;81.5;0.6653
0.6;949.0;2.1;77.0;987.0;63.0;1001.0;3.3;84.3;0.6617
1.2;1054.0;5.5;183.0;766.0;123.0;1129.0;4.2;80.9;0.6742
2.2;1214.0;10.9;256.0;609.0;164.0;1282.0;5.1;75.0;0.6646
2.9;1253.0;13.3;355.0;566.0;218.0;1375.0;4.6;77.6;0.6651
2.9;1197.0;9.6;491.0;614.0;254.0;1260.0;3.8;84.3;0.6811
2.0;1156.0;7.0;387.0;684.0;210.0;1196.0;6.2;77.4;0.7383
1.7;1132.0;6.6;384.0;694.0;208.0;1199.0;7.7;67.6;0.7133
2.2;1207.0;9.3;368.0;623.0;204.0;1303.0;8.1;64.8;0.7039
1.8;1127.0;7.9;258.0;664.0;172.0;1227.0;8.1;64.0;0.6942
1.6;1112.0;6.9;231.0;694.0;157.0;1184.0;6.9;71.3;0.7118
1.9;1186.0;8.6;290.0;641.0;181.0;1272.0;7.0;73.7;0.7425
2.2;1192.0;10.0;335.0;618.0;194.0;1290.0;7.3;70.0;0.7195
2.2;1177.0;8.8;293.0;656.0;193.0;1281.0;5.8;77.8;0.7223
4.9;1478.0;20.2;526.0;469.0;252.0;1682.0;5.4;80.9;0.7293
6.3;1486.0;19.7;607.0;466.0;283.0;1633.0;5.5;79.8;0.7261
2.7;1118.0;7.1;326.0;680.0;208.0;1194.0;5.6;74.0;0.6808
1.4;1019.0;4.4;188.0;811.0;143.0;1082.0;5.6;71.9;0.6604
1.2;961.0;2.9;163.0;914.0;124.0;1046.0;6.4;70.7;0.6848
0.8;931.0;2.1;102.0;1015.0;89.0;1015.0;6.3;70.1;0.6733
0.8;938.0;2.1;95.0;992.0;85.0;1032.0;4.4;80.5;0.6825
0.7;888.0;1.1;71.0;1112.0;66.0;963.0;3.9;83.1;0.6787
0.4;844.0;0.6;180.0;1327.0;113.09125081011017;908.0;2.5;86.6;0.6407
0.4;851.0;0.5;46.0;1349.0;46.0;918.0;3.4;85.4;0.6736
0.5;905.0;1.0;62.0;1152.0;60.0;956.0;3.3;84.5;0.6608
0.9;987.0;2.6;170.0;929.0;117.0;1035.0;3.4;84.5;0.664
1.5;1124.0;6.7;313.0;690.0;178.0;1180.0;3.4;84.5;0.6677
3.8;1408.0;16.7;687.0;490.0;295.0;1523.0;4.1;82.7;0.682
5.4;1501.0;24.0;757.0;418.0;243.0;1789.0;4.6;80.3;0.6889
3.5;1266.0;15.0;559.0;528.0;255.0;1435.0;6.1;74.0;0.7025
1.7;1082.0;6.9;286.0;725.0;201.0;1140.0;9.1;58.4;0.6787
2.0;1123.0;9.1;324.0;653.0;208.0;1225.0;11.4;48.9;0.658
2.1;1174.0;10.0;316.0;611.0;212.0;1282.0;8.3;64.4;0.7072
3.0;1209.0;12.9;407.0;573.0;238.0;1355.0;6.5;71.0;0.6903
2.1;1120.0;9.0;305.0;657.0;201.0;1245.0;6.6;71.1;0.6973
2.5;1174.0;10.9;360.0;613.0;218.0;1305.0;7.4;69.3;0.7165
2.2;1068.0;7.9;339.0;702.0;222.0;1177.0;6.4;70.6;0.6834
2.4;1146.0;10.2;304.0;650.0;206.0;1236.0;5.8;72.5;0.6718
3.6;1204.0;13.2;397.0;601.0;251.0;1335.0;5.6;71.6;0.6556
2.6;1062.0;8.1;270.0;717.0;190.0;1141.0;4.2;77.8;0.6491
2.7;1122.0;8.5;339.0;680.0;218.0;1201.0;4.3;79.5;0.6648
1.4;940.0;3.6;190.0;903.0;150.0;1005.0;4.5;75.5;0.6429
0.9;935.0;2.6;126.0;995.0;111.0;986.0;4.4;77.1;0.6523
1.5;1011.0;4.3;189.0;852.0;142.0;1050.0;4.2;78.2;0.6506
1.1;952.0;3.2;146.0;907.0;119.0;1007.0;4.0;79.3;0.6517
0.8;899.0;1.8;98.0;1063.0;87.0;951.0;3.9;78.7;0.643
0.6;880.0;1.4;180.0;1161.0;113.09125081011017;948.0;3.5;80.6;0.6403
0.6;882.0;1.2;75.0;1132.0;70.0;959.0;3.2;82.8;0.6426
0.6;844.0;0.7;77.0;1261.0;68.0;894.0;4.1;76.0;0.6304
0.6;860.0;1.0;72.0;1251.0;66.0;912.0;4.2;75.9;0.6311
0.7;917.0;2.2;152.0;1084.0;117.0;994.0;4.5;76.3;0.648
1.7;1126.0;7.7;337.0;719.0;197.0;1208.0;4.4;79.1;0.6687
1.9;1033.0;6.2;360.0;740.0;198.0;1114.0;4.3;79.8;0.6706
1.4;944.0;3.8;243.0;881.0;167.0;1022.0;3.1;83.0;0.6419
1.3;955.0;3.6;277.0;895.0;180.0;1004.0;2.8;83.9;0.6326
1.2;992.0;3.7;266.0;900.0;169.0;1020.0;3.9;79.5;0.6482
1.9;1090.0;8.3;317.0;701.0;210.0;1192.0;5.1;74.5;0.6621
2.5;1151.0;10.1;375.0;629.0;232.0;1244.0;5.7;72.5;0.6686
2.3;1148.0;9.9;349.0;638.0;223.0;1243.0;5.6;74.6;0.6826
2.3;1140.0;9.2;377.0;653.0;224.0;1231.0;5.4;75.9;0.6875
2.5;1160.0;10.3;403.0;632.0;238.0;1254.0;4.9;78.2;0.6826
2.8;1167.0;11.4;422.0;610.0;249.0;1289.0;4.8;79.0;0.6845
2.7;1194.0;11.7;388.0;605.0;223.0;1317.0;4.8;78.6;0.6826
3.1;1224.0;12.6;431.0;590.0;244.0;1331.0;4.6;78.2;0.6686
2.9;1209.0;11.4;425.0;619.0;243.0;1264.0;4.2;79.7;0.6647
2.6;1145.0;9.6;391.0;657.0;226.0;1212.0;4.3;78.9;0.6621
1.5;1016.0;4.6;231.0;825.0;167.0;1053.0;4.2;77.9;0.6479
1.6;1018.0;4.7;248.0;831.0;172.0;1051.0;3.2;83.0;0.645
1.1;937.0;2.6;142.0;977.0;120.0;983.0;5.1;74.5;0.6626
0.9;949.0;2.9;117.0;956.0;100.0;1023.0;4.0;80.8;0.6666
0.7;895.0;1.5;180.0;1080.0;113.09125081011017;964.0;4.3;81.0;0.677
1.8;884.0;1.3;96.0;1148.0;86.0;960.0;2.9;85.3;0.6503
0.6;883.0;1.2;87.0;1135.0;81.0;962.0;3.3;84.5;0.6612
0.8;968.0;3.0;197.0;937.0;131.0;1051.0;3.6;84.4;0.6724
1.5;1071.0;5.5;290.0;755.0;170.0;1146.0;3.8;83.8;0.6771
3.1;1310.0;12.9;621.0;555.0;267.0;1400.0;4.1;82.5;0.6819
3.8;1332.0;14.5;645.0;522.0;269.0;1439.0;3.9;83.9;0.6847
2.7;1178.0;9.0;573.0;640.0;244.0;1228.0;4.1;83.9;0.6967
1.8;1093.0;6.5;414.0;728.0;232.0;1142.0;4.6;82.0;0.6997
1.4;1060.0;5.4;314.0;770.0;196.0;1117.0;5.5;79.5;0.7238
1.7;1121.0;7.4;317.0;697.0;195.0;1206.0;6.7;76.2;0.7519
1.9;1118.0;7.7;290.0;685.0;189.0;1223.0;7.9;69.0;0.7394
2.2;1205.0;10.7;385.0;612.0;212.0;1299.0;8.5;66.3;0.7387
3.0;1274.0;13.3;507.0;537.0;267.0;1364.0;7.6;70.8;0.7399
3.0;1301.0;13.2;534.0;525.0;262.0;1388.0;7.2;72.4;0.7372
3.9;1405.0;17.5;601.0;468.0;270.0;1503.0;6.7;74.2;0.7326
4.0;1375.0;17.7;583.0;473.0;260.0;1522.0;6.1;75.8;0.7184
3.9;1367.0;17.5;551.0;485.0;265.0;1492.0;6.3;74.9;0.7187
3.5;1324.0;14.1;547.0;531.0;262.0;1399.0;6.0;78.0;0.7345
2.4;1170.0;8.4;385.0;652.0;227.0;1218.0;5.6;81.2;0.7443
2.1;1169.0;7.9;318.0;681.0;192.0;1201.0;5.5;81.5;0.7393
2.5;1181.0;8.1;356.0;657.0;202.0;1215.0;5.3;84.1;0.753
2.1;1146.0;7.1;326.0;692.0;189.0;1181.0;5.2;83.9;0.7487
1.5;1059.0;5.2;233.0;767.0;157.0;1127.0;5.1;83.5;0.7416
1.1;1010.0;3.4;180.0;854.0;113.09125081011017;1046.0;5.0;82.9;0.73
1.0;1007.0;3.4;116.0;863.0;97.0;1053.0;5.0;82.5;0.7265
0.8;932.0;2.1;120.0;991.0;100.0;1025.0;5.0;82.8;0.7273
1.0;998.0;4.1;228.0;872.0;146.0;1095.0;5.2;80.7;0.7219
1.4;1072.0;6.1;303.0;751.0;175.0;1161.0;5.3;80.2;0.7179
3.6;1424.0;18.7;180.0;494.0;113.09125081011017;1568.0;5.7;79.7;0.734
5.8;1527.0;27.9;180.0;411.0;113.09125081011017;1868.0;6.2;76.8;0.7355
4.2;1364.0;17.8;529.0;504.0;190.0;1533.0;8.3;67.4;0.7384
3.3;1190.0;11.8;615.0;615.0;166.0;1324.0;10.8;52.1;0.6746
1.7;1021.0;6.6;298.0;771.0;153.0;1084.0;13.0;40.3;0.6028
2.1;1051.0;8.4;317.0;707.0;167.0;1122.0;10.9;44.8;0.5849
2.2;1021.0;7.6;305.0;727.0;137.0;1097.0;11.5;42.1;0.5706
1.8;1016.0;6.7;253.0;762.0;140.0;1067.0;12.5;38.5;0.5568
2.0;1040.0;7.9;296.0;723.0;150.0;1104.0;12.6;38.5;0.5586
2.3;1089.0;8.4;293.0;710.0;152.0;1124.0;12.3;38.4;0.5488
2.8;1148.0;12.1;353.0;631.0;177.0;1233.0;10.2;43.1;0.5366
3.4;1162.0;12.6;399.0;625.0;189.0;1229.0;8.6;48.2;0.5385
4.0;1197.0;13.6;454.0;609.0;195.0;1309.0;7.8;50.8;0.5384
2.3;1059.0;8.1;356.0;735.0;179.0;1098.0;7.3;52.8;0.5404
2.7;1207.0;11.2;473.0;629.0;188.0;1233.0;6.2;62.4;0.5958
2.7;1188.0;10.1;482.0;648.0;170.0;1193.0;5.1;68.2;0.6033
2.8;1153.0;8.8;443.0;687.0;161.0;1133.0;4.7;69.0;0.5936
2.1;1061.0;6.8;373.0;757.0;145.0;1063.0;4.0;69.8;0.5756
1.9;1028.0;6.4;320.0;771.0;136.0;1063.0;3.4;71.3;0.5626
2.1;1082.0;6.7;180.0;729.0;113.09125081011017;1061.0;2.8;74.0;0.5591
1.7;1037.0;5.2;233.0;784.0;122.0;1004.0;2.3;75.1;0.5514
1.3;942.0;3.6;161.0;897.0;115.0;947.0;3.8;66.2;0.5359
0.9;904.0;2.7;137.0;993.0;103.0;897.0;4.6;60.5;0.5173
1.0;855.0;1.9;144.0;1121.0;108.0;855.0;5.7;54.3;0.5022
1.0;914.0;3.9;182.0;966.0;124.0;926.0;6.2;51.3;0.488
1.5;933.0;4.1;227.0;899.0;133.0;927.0;6.7;49.5;0.4892
1.5;942.0;3.7;203.0;920.0;124.0;912.0;8.8;45.0;0.5114
1.4;943.0;3.6;179.0;924.0;116.0;909.0;9.6;43.5;0.5202
2.4;959.0;4.1;171.0;892.0;113.0;939.0;9.8;43.3;0.5238
2.8;971.0;4.5;181.0;868.0;117.0;972.0;9.9;43.5;0.53
2.9;954.0;4.5;175.0;863.0;118.0;953.0;9.8;44.1;0.5332
2.6;929.0;2.9;148.0;962.0;108.0;906.0;9.7;45.1;0.5417
2.5;933.0;3.1;132.0;955.0;98.0;911.0;9.0;47.3;0.542
2.7;967.0;3.9;162.0;888.0;117.0;961.0;7.4;56.0;0.5797
2.8;987.0;4.2;185.0;863.0;126.0;974.0;6.4;61.7;0.5956
3.0;1003.0;5.2;234.0;821.0;142.0;1008.0;6.8;58.0;0.5758
3.7;1138.0;10.2;275.0;663.0;157.0;1188.0;7.3;56.7;0.5806
3.5;1087.0;8.1;272.0;713.0;161.0;1106.0;7.2;56.7;0.579
3.8;1129.0;8.5;331.0;689.0;169.0;1139.0;6.7;59.1;0.5848
4.3;1191.0;10.7;347.0;637.0;166.0;1224.0;5.9;62.1;0.5808
4.8;1256.0;11.5;488.0;612.0;189.0;1230.0;6.3;60.4;0.5811
4.2;1171.0;9.5;404.0;679.0;184.0;1121.0;5.5;60.2;0.5458
3.3;1016.0;5.3;255.0;798.0;145.0;1004.0;4.6;64.4;0.5525
3.0;1035.0;5.8;180.0;790.0;113.09125081011017;1022.0;3.5;68.8;0.5458
1.8;980.0;4.6;174.0;840.0;119.0;979.0;2.8;70.9;0.5383
1.0;901.0;2.7;108.0;988.0;87.0;915.0;3.7;65.9;0.5295
0.9;914.0;3.1;107.0;949.0;77.0;949.0;1.6;74.3;0.5168
1.1;940.0;3.2;188.0;900.0;112.0;955.0;1.4;76.3;0.5261
1.1;935.0;3.6;225.0;894.0;118.0;949.0;2.5;69.5;0.5172
1.2;970.0;3.7;208.0;891.0;124.0;956.0;3.7;64.8;0.5208
1.7;1064.0;6.4;270.0;739.0;144.0;1053.0;7.8;49.9;0.5307
1.6;1023.0;5.2;202.0;817.0;128.0;972.0;11.2;37.1;0.4936
1.4;955.0;3.9;168.0;888.0;120.0;884.0;12.6;30.6;0.446
1.8;943.0;4.1;191.0;898.0;131.0;868.0;10.3;32.9;0.4131
1.1;895.0;2.5;149.0;1012.0;115.0;804.0;10.0;35.5;0.4346
0.9;890.0;2.2;101.0;1053.0;82.0;803.0;8.8;40.0;0.4538
1.1;904.0;2.3;134.0;1033.0;100.0;807.0;8.3;40.3;0.4431
1.1;888.0;2.4;150.0;1035.0;111.0;791.0;7.9;38.9;0.4141
1.2;905.0;2.9;188.0;1007.0;132.0;822.0;6.8;41.0;0.4072
1.6;974.0;4.9;254.0;886.0;155.0;884.0;6.0;42.0;0.3962
2.6;1048.0;6.8;324.0;801.0;181.0;955.0;5.5;43.5;0.3963
1.5;895.0;3.1;238.0;975.0;155.0;826.0;4.6;46.8;0.4001
1.0;875.0;2.1;128.0;1079.0;105.0;793.0;4.5;48.0;0.4085
1.3;943.0;3.9;169.0;950.0;119.0;870.0;4.3;48.6;0.4069
1.6;947.0;3.8;215.0;913.0;150.0;878.0;4.0;50.0;0.4115
1.0;865.0;1.8;111.0;1119.0;94.0;797.0;4.0;52.9;0.4338
0.6;823.0;1.0;60.0;1268.0;56.0;755.0;4.0;51.0;0.42
0.4;798.0;0.6;180.0;1435.0;113.09125081011017;699.0;3.9;48.1;0.393
0.3;781.0;0.4;29.0;1609.0;28.0;667.0;3.8;48.0;0.3879
0.3;781.0;0.3;25.0;1664.0;25.0;669.0;3.6;50.3;0.4022
0.3;779.0;0.2;34.0;1665.0;31.0;684.0;2.8;52.6;0.3972
0.4;817.0;0.7;89.0;1378.0;66.0;732.0;2.5;52.7;0.3908
1.0;893.0;2.6;212.0;1015.0;111.0;837.0;2.7;50.5;0.3804
1.2;883.0;3.1;216.0;943.0;122.0;842.0;2.7;49.4;0.3714
1.0;839.0;2.3;191.0;1040.0;115.0;780.0;3.3;45.2;0.354
0.9;809.0;2.0;200.0;1084.0;123.0;744.0;3.1;43.3;0.3354
0.8;805.0;2.0;164.0;1137.0;119.0;726.0;3.7;38.8;0.3123
1.1;840.0;3.1;185.0;1016.0;125.0;757.0;4.0;36.8;0.3016
1.0;812.0;2.9;156.0;1045.0;110.0;731.0;3.7;35.0;0.2823
0.8;782.0;2.1;155.0;1134.0;111.0;673.0;3.4;32.4;0.2563
0.9;799.0;2.5;158.0;1099.0;114.0;699.0;3.3;33.1;0.2592
0.9;812.0;2.8;166.0;1093.0;114.0;716.0;2.6;35.1;0.2618
2.0;922.0;6.7;268.0;849.0;140.0;858.0;2.1;36.6;0.2634
2.4;938.0;8.1;309.0;790.0;141.0;885.0;1.6;37.9;0.2645
2.5;939.0;7.4;297.0;814.0;142.0;870.0;1.4;38.0;0.2615
1.6;827.0;3.6;225.0;1015.0;123.0;727.0;1.0;36.6;0.2456
0.9;776.0;1.9;122.0;1183.0;90.0;655.0;1.1;35.4;0.2382
0.7;755.0;1.4;100.0;1285.0;79.0;621.0;1.0;34.3;0.2292
0.6;766.0;1.2;86.0;1327.0;69.0;642.0;1.0;37.4;0.2487
0.6;762.0;0.9;71.0;1364.0;60.0;640.0;0.7;41.2;0.2693
0.4;736.0;0.6;39.0;1498.0;37.0;602.0;0.2;40.6;0.2566
0.2;715.0;0.2;180.0;1791.0;113.09125081011017;559.0;0.1;40.0;0.2499
0.2;716.0;0.2;29.0;1804.0;27.0;551.0;-0.1;37.5;0.2326
0.2;731.0;0.3;32.0;1727.0;30.0;561.0;-0.3;38.4;0.2347
0.2;735.0;0.3;37.0;1677.0;33.0;579.0;-0.6;40.1;0.2404
0.5;779.0;1.0;134.0;1361.0;84.0;652.0;-0.6;41.4;0.2478
